"","year","GEOID","NAME","popE","popM"
"786","2023","48047","Brooks County, Texas",30882,14946
"787","2023","48049","Brown County, Texas",56602,5373
"788","2023","48051","Burleson County, Texas",76667,5304
"789","2023","48053","Burnet County, Texas",79635,4867
"790","2023","48055","Caldwell County, Texas",72548,5876
"791","2023","48057","Calhoun County, Texas",73107,11296
"792","2023","48059","Callahan County, Texas",68348,4398
"793","2023","48061","Cameron County, Texas",52782,2160
"794","2023","48063","Camp County, Texas",62274,8613
"795","2023","48065","Carson County, Texas",86320,5782
"796","2023","48067","Cass County, Texas",57428,3830
"797","2023","48069","Castro County, Texas",64662,14076
"798","2023","48071","Chambers County, Texas",120907,14442
"799","2023","48073","Cherokee County, Texas",63571,3826
"800","2023","48075","Childress County, Texas",65682,17286
"801","2023","48077","Clay County, Texas",75473,7058
"802","2023","48079","Cochran County, Texas",49167,13573
"803","2023","48081","Coke County, Texas",51019,13368
"804","2023","48083","Coleman County, Texas",52989,3762
"805","2023","48085","Collin County, Texas",120493,2082
"806","2023","48087","Collingsworth County, Texas",69153,11447
"807","2023","48089","Colorado County, Texas",70794,5003
"808","2023","48091","Comal County, Texas",100898,2684
"809","2023","48093","Comanche County, Texas",63864,11652
"810","2023","48095","Concho County, Texas",68125,10743
"811","2023","48097","Cooke County, Texas",77897,4064
"812","2023","48099","Coryell County, Texas",71059,3155
"813","2023","48101","Cottle County, Texas",73977,23816
"814","2023","48103","Crane County, Texas",84886,38619
"815","2023","48105","Crockett County, Texas",67069,24420
"816","2023","48107","Crosby County, Texas",52235,8063
"817","2023","48109","Culberson County, Texas",33920,17045
"818","2023","48111","Dallam County, Texas",82520,8297
"819","2023","48113","Dallas County, Texas",89159,1171
"820","2023","48115","Dawson County, Texas",67873,12073
"821","2023","48117","Deaf Smith County, Texas",60150,5651
"822","2023","48119","Delta County, Texas",62321,6573
"823","2023","48121","Denton County, Texas",113831,1656
"824","2023","48123","DeWitt County, Texas",66789,4882
"825","2023","48125","Dickens County, Texas",55268,8826
"826","2023","48127","Dimmit County, Texas",48750,42456
"827","2023","48129","Donley County, Texas",58633,9439
"828","2023","48131","Duval County, Texas",58200,7900
"829","2023","48133","Eastland County, Texas",53173,6043
"830","2023","48135","Ector County, Texas",75834,4074
"831","2023","48137","Edwards County, Texas",41434,16133
"832","2023","48139","Ellis County, Texas",99545,2942
"833","2023","48141","El Paso County, Texas",64975,1516
"834","2023","48143","Erath County, Texas",66949,3899
"835","2023","48145","Falls County, Texas",58847,5380
"836","2023","48147","Fannin County, Texas",71035,4210
"837","2023","48149","Fayette County, Texas",80827,5925
"838","2023","48151","Fisher County, Texas",64917,4134
"839","2023","48153","Floyd County, Texas",55789,7532
"840","2023","48155","Foard County, Texas",49231,16802
"841","2023","48157","Fort Bend County, Texas",126661,3417
"842","2023","48159","Franklin County, Texas",69495,10712
"843","2023","48161","Freestone County, Texas",69141,8585
"844","2023","48163","Frio County, Texas",63392,20997
"845","2023","48165","Gaines County, Texas",87051,13968
"846","2023","48167","Galveston County, Texas",95676,2804
"847","2023","48169","Garza County, Texas",61060,9829
"848","2023","48171","Gillespie County, Texas",69193,7005
"849","2023","48173","Glasscock County, Texas",117813,39621
"850","2023","48175","Goliad County, Texas",67326,17603
"851","2023","48177","Gonzales County, Texas",63832,7319
"852","2023","48179","Gray County, Texas",60351,5263
"853","2023","48181","Grayson County, Texas",72555,2575
"854","2023","48183","Gregg County, Texas",72991,3353
"855","2023","48185","Grimes County, Texas",80467,13045
"856","2023","48187","Guadalupe County, Texas",96405,4318
"857","2023","48189","Hale County, Texas",58049,5229
"858","2023","48191","Hall County, Texas",53529,11694
"859","2023","48193","Hamilton County, Texas",55716,7634
"860","2023","48195","Hansford County, Texas",66650,11173
"861","2023","48197","Hardeman County, Texas",53974,10252
"862","2023","48199","Hardin County, Texas",74725,6748
"863","2023","48201","Harris County, Texas",93051,1405
"864","2023","48203","Harrison County, Texas",72371,4512
"865","2023","48205","Hartley County, Texas",87560,23800
"866","2023","48207","Haskell County, Texas",59464,12352
"867","2023","48209","Hays County, Texas",88984,2624
"868","2023","48211","Hemphill County, Texas",74306,9891
"869","2023","48213","Henderson County, Texas",66176,2611
"870","2023","48215","Hidalgo County, Texas",55902,2042
"871","2023","48217","Hill County, Texas",65867,2904
"872","2023","48219","Hockley County, Texas",63200,3253
"873","2023","48221","Hood County, Texas",86897,5272
"874","2023","48223","Hopkins County, Texas",71541,3056
"875","2023","48225","Houston County, Texas",58235,5668
"876","2023","48227","Howard County, Texas",72090,3817
"877","2023","48229","Hudspeth County, Texas",45735,14159
"878","2023","48231","Hunt County, Texas",74465,3948
"879","2023","48233","Hutchinson County, Texas",66955,6351
"880","2023","48235","Irion County, Texas",61985,9055
"881","2023","48237","Jack County, Texas",67969,4595
"882","2023","48239","Jackson County, Texas",72875,14617
"883","2023","48241","Jasper County, Texas",60857,7657
"884","2023","48243","Jeff Davis County, Texas",39297,30225
"885","2023","48245","Jefferson County, Texas",77582,4141
"886","2023","48247","Jim Hogg County, Texas",39091,13757
"887","2023","48249","Jim Wells County, Texas",49454,11389
"888","2023","48251","Johnson County, Texas",81926,2900
"889","2023","48253","Jones County, Texas",67320,5002
"890","2023","48255","Karnes County, Texas",75764,18288
"891","2023","48257","Kaufman County, Texas",95545,5637
"892","2023","48259","Kendall County, Texas",111188,11827
"893","2023","48261","Kenedy County, Texas",NA,NA
"894","2023","48263","Kent County, Texas",71705,7513
"895","2023","48265","Kerr County, Texas",70915,3559
"896","2023","48267","Kimble County, Texas",65586,16328
"897","2023","48269","King County, Texas",67500,49946
"898","2023","48271","Kinney County, Texas",67277,15814
"899","2023","48273","Kleberg County, Texas",64127,6405
"900","2023","48275","Knox County, Texas",52337,11109
"901","2023","48277","Lamar County, Texas",63479,4467
"902","2023","48279","Lamb County, Texas",64881,8928
"903","2023","48281","Lampasas County, Texas",78432,8294
"904","2023","48283","La Salle County, Texas",55379,21602
"905","2023","48285","Lavaca County, Texas",68034,5016
"906","2023","48287","Lee County, Texas",72531,7873
"907","2023","48289","Leon County, Texas",63096,6819
"908","2023","48291","Liberty County, Texas",67052,5055
"909","2023","48293","Limestone County, Texas",62390,5203
"910","2023","48295","Lipscomb County, Texas",74338,10234
"911","2023","48297","Live Oak County, Texas",54343,17328
"912","2023","48299","Llano County, Texas",68449,7005
"913","2023","48301","Loving County, Texas",51359,659
"914","2023","48303","Lubbock County, Texas",69882,2366
"915","2023","48305","Lynn County, Texas",70000,11811
"916","2023","48307","McCulloch County, Texas",53837,12470
"917","2023","48309","McLennan County, Texas",76353,2997
"918","2023","48311","McMullen County, Texas",60000,27914
"919","2023","48313","Madison County, Texas",73545,9958
"920","2023","48315","Marion County, Texas",56250,4753
"921","2023","48317","Martin County, Texas",104080,17113
"922","2023","48319","Mason County, Texas",72396,14562
"923","2023","48321","Matagorda County, Texas",69477,6191
"924","2023","48323","Maverick County, Texas",54912,12570
"925","2023","48325","Medina County, Texas",73025,4151
"926","2023","48327","Menard County, Texas",60882,10959
"927","2023","48329","Midland County, Texas",103621,6721
"928","2023","48331","Milam County, Texas",63696,4618
"929","2023","48333","Mills County, Texas",64464,6330
"930","2023","48335","Mitchell County, Texas",65163,23693
"931","2023","48337","Montague County, Texas",63667,3906
"932","2023","48339","Montgomery County, Texas",101817,2206
"933","2023","48341","Moore County, Texas",64371,4145
"934","2023","48343","Morris County, Texas",58068,5372
"935","2023","48345","Motley County, Texas",62500,20642
"936","2023","48347","Nacogdoches County, Texas",60616,2807
"937","2023","48349","Navarro County, Texas",66633,6585
"938","2023","48351","Newton County, Texas",53635,6230
"939","2023","48353","Nolan County, Texas",52793,2517
"940","2023","48355","Nueces County, Texas",72396,2994
"941","2023","48357","Ochiltree County, Texas",63810,9188
"942","2023","48359","Oldham County, Texas",77197,8716
"943","2023","48361","Orange County, Texas",80200,4640
"944","2023","48363","Palo Pinto County, Texas",66998,5388
"945","2023","48365","Panola County, Texas",68116,8114
"946","2023","48367","Parker County, Texas",104067,4211
"947","2023","48369","Parmer County, Texas",70691,14044
"948","2023","48371","Pecos County, Texas",69375,14951
"949","2023","48373","Polk County, Texas",60809,3636
"950","2023","48375","Potter County, Texas",54525,3509
"951","2023","48377","Presidio County, Texas",28507,4548
"952","2023","48379","Rains County, Texas",70172,11799
"953","2023","48381","Randall County, Texas",80594,3205
"954","2023","48383","Reagan County, Texas",86667,32088
"955","2023","48385","Real County, Texas",46250,18388
"956","2023","48387","Red River County, Texas",55536,3039
"957","2023","48389","Reeves County, Texas",56611,8240
"958","2023","48391","Refugio County, Texas",60230,4679
"959","2023","48393","Roberts County, Texas",66118,8052
"960","2023","48395","Robertson County, Texas",72941,7802
"961","2023","48397","Rockwall County, Texas",130659,5502
"962","2023","48399","Runnels County, Texas",61500,6201
"963","2023","48401","Rusk County, Texas",75997,5048
"964","2023","48403","Sabine County, Texas",61010,10077
"965","2023","48405","San Augustine County, Texas",58569,7262
"966","2023","48407","San Jacinto County, Texas",61849,8298
"967","2023","48409","San Patricio County, Texas",74015,5243
"968","2023","48411","San Saba County, Texas",57348,8396
"969","2023","48413","Schleicher County, Texas",91492,13954
"970","2023","48415","Scurry County, Texas",72250,11304
"971","2023","48417","Shackelford County, Texas",70795,10114
"972","2023","48419","Shelby County, Texas",54970,5863
"973","2023","48421","Sherman County, Texas",78438,13785
"974","2023","48423","Smith County, Texas",77209,4128
"975","2023","48425","Somervell County, Texas",86618,21435
"976","2023","48427","Starr County, Texas",41273,3557
"977","2023","48429","Stephens County, Texas",63648,10998
"978","2023","48431","Sterling County, Texas",111953,69344
"979","2023","48433","Stonewall County, Texas",68125,22291
"980","2023","48435","Sutton County, Texas",79714,7873
"981","2023","48437","Swisher County, Texas",47272,6326
"982","2023","48439","Tarrant County, Texas",93970,1381
"983","2023","48441","Taylor County, Texas",71193,2601
"984","2023","48443","Terrell County, Texas",45341,8315
"985","2023","48445","Terry County, Texas",56985,4030
"986","2023","48447","Throckmorton County, Texas",58750,15506
"987","2023","48449","Titus County, Texas",67779,5040
"988","2023","48451","Tom Green County, Texas",69786,4570
"989","2023","48453","Travis County, Texas",106063,1524
"990","2023","48455","Trinity County, Texas",57864,6522
"991","2023","48457","Tyler County, Texas",52940,7248
"992","2023","48459","Upshur County, Texas",65595,6301
"993","2023","48461","Upton County, Texas",59211,32742
"994","2023","48463","Uvalde County, Texas",58056,8494
"995","2023","48465","Val Verde County, Texas",64821,6152
"996","2023","48467","Van Zandt County, Texas",69537,4639
"997","2023","48469","Victoria County, Texas",71917,5773
"998","2023","48471","Walker County, Texas",53575,3498
"999","2023","48473","Waller County, Texas",106592,14926
"1000","2023","48475","Ward County, Texas",63457,11724
"1001","2023","48477","Washington County, Texas",84331,5493
"1002","2023","48479","Webb County, Texas",63876,4083
"1003","2023","48481","Wharton County, Texas",73631,5049
"1004","2023","48483","Wheeler County, Texas",69335,7852
"1005","2023","48485","Wichita County, Texas",65378,2820
"1006","2023","48487","Wilbarger County, Texas",56250,11557
"1007","2023","48489","Willacy County, Texas",47762,6797
"1008","2023","48491","Williamson County, Texas",110171,2846
"1009","2023","48493","Wilson County, Texas",98765,8139
"1010","2023","48495","Winkler County, Texas",89397,27001
"1011","2023","48497","Wise County, Texas",87455,7205
"1012","2023","48499","Wood County, Texas",62968,3971
"1013","2023","48501","Yoakum County, Texas",81223,10989
"1014","2023","48503","Young County, Texas",66188,7412
"1015","2023","48505","Zapata County, Texas",36843,4589
"1016","2023","48507","Zavala County, Texas",47633,26937
